accel_var,true_values_var,model,r2,roughness
1e-12,0.00014677992676220735,2,-1.8621404483108948,0.19661134930792704
1e-12,0.00014677992676220735,3,-1.8622214337531857,0.19381966276245816
1e-12,0.00014677992676220735,4,-1.861724459667934,0.19287258334920523
1e-12,0.00014677992676220735,5,-1.8643038062658963,0.18837416519454456
1e-12,0.00014677992676220735,6,-1.8609656620770725,0.1923765452895731
1e-12,0.00014677992676220735,7,-1.8625529628597808,0.19156324786165146
1e-12,0.00014677992676220735,8,-1.8641857353677955,0.19505715837769455
1e-12,0.00014677992676220735,9,-1.8640674461174807,0.18778003574564262
1e-12,0.00014677992676220735,10,-1.860224089134697,0.1958572319539738
1e-12,0.00014677992676220735,11,-1.86217778543721,0.1902931862254842
1e-12,0.00014677992676220735,12,-1.8596924866624645,0.1921138718118756
1e-12,0.00014677992676220735,13,-1.8626052358933114,0.18935693945835794
1e-12,0.00014677992676220735,14,-1.8626006528521608,0.19085616228459135
1e-12,0.0005623413251903491,0,-1.5687145808212217,0.1721539713814719
1e-12,0.0005623413251903491,1,-1.57435542477661,0.17315514276015234
1e-12,0.0005623413251903491,2,-1.5768104298501768,0.17965262869575213
1e-12,0.0005623413251903491,3,-1.576812586782299,0.1775102988120244
1e-12,0.0005623413251903491,4,-1.573492181681754,0.17669889214587992
1e-12,0.0005623413251903491,5,-1.5837758161133721,0.17178406405256408
1e-12,0.0005623413251903491,6,-1.570156113143303,0.1750493855770747
1e-12,0.0005623413251903491,7,-1.5776630390335864,0.17493278285625297
1e-12,0.0005623413251903491,8,-1.5830615939320944,0.1786019399872519
1e-12,0.0005623413251903491,9,-1.5836625414642302,0.17151266996873252
1e-12,0.0005623413251903491,10,-1.5700161164023734,0.17878575507919375
1e-12,0.0005623413251903491,11,-1.5752108218668939,0.17307424646856706
1e-12,0.0005623413251903491,12,-1.5656569036087733,0.17435403975489802
1e-12,0.0005623413251903491,13,-1.577611409191758,0.17340674675395937
1e-12,0.0005623413251903491,14,-1.5773390341585407,0.17406037333843244
1e-12,0.002154434690031887,0,-1.3705942505704884,0.15035205581249356
1e-12,0.002154434690031887,1,-1.3876773969078298,0.15230169845126407
1e-12,0.002154434690031887,2,-1.3943109996395626,0.1597698041163945
1e-12,0.002154434690031887,3,-1.3932919382151105,0.15875687291409413
1e-12,0.002154434690031887,4,-1.3795694267712357,0.15841235797791622
1e-12,0.002154434690031887,5,-1.4164015655835511,0.15265250072235023
1e-12,0.002154434690031887,6,-1.371139952839762,0.15480508137805907
1e-12,0.002154434690031887,7,-1.3959742330195608,0.15568854588626863
1e-12,0.002154434690031887,8,-1.413428044929784,0.1599774262112496
1e-12,0.002154434690031887,9,-1.4160054363962202,0.15326387195501037
1e-12,0.002154434690031887,10,-1.3713949161930783,0.15856203965843702
1e-12,0.002154434690031887,11,-1.3879460472461993,0.15297155839416784
1e-12,0.002154434690031887,12,-1.3561643093262878,0.15356227572907916
1e-12,0.002154434690031887,13,-1.3944788770918306,0.15553499150662844
1e-12,0.002154434690031887,14,-1.3951196845666574,0.15468780662409856
1e-12,0.008254041852680206,0,-1.1806100695546404,0.12454356721936323
1e-12,0.008254041852680206,1,-1.2160213167165983,0.12539182597871135
1e-12,0.008254041852680206,2,-1.2070996521524036,0.13353617028793988
1e-12,0.008254041852680206,3,-1.2041063352076087,0.13374503778565863
1e-12,0.008254041852680206,4,-1.1673470124654792,0.13337674086886475
1e-12,0.008254041852680206,5,-1.2730220981670488,0.1266199219979942
1e-12,0.008254041852680206,6,-1.156111673443426,0.1284700030615572
1e-12,0.008254041852680206,7,-1.2133630832087126,0.12974685830931731
1e-12,0.008254041852680206,8,-1.2661772229249943,0.13548043994766776
1e-12,0.008254041852680206,9,-1.268077501326406,0.12882309665519615
1e-12,0.008254041852680206,10,-1.1386833252354105,0.13138854779131062
1e-12,0.008254041852680206,11,-1.199342653419904,0.1268989907385196
1e-12,0.008254041852680206,12,-1.112407965899397,0.12672960703540068
1e-12,0.008254041852680206,13,-1.2066550552929507,0.1307827835590199
1e-12,0.008254041852680206,14,-1.2143547171294493,0.12916455678042676
1e-12,0.03162277660168379,0,-0.972977849542271,0.10518037706881454
1e-12,0.03162277660168379,1,-1.0182258508281454,0.10137391966317351
1e-12,0.03162277660168379,2,-0.9166690891217033,0.10934527665776339
1e-12,0.03162277660168379,3,-0.9075738741114583,0.10826228468528236
1e-12,0.03162277660168379,4,-0.8254180367861945,0.10666789646279468
1e-12,0.03162277660168379,5,-1.0747917197611292,0.10064748323403584
1e-12,0.03162277660168379,6,-0.844945813179,0.10546769675004666
1e-12,0.03162277660168379,7,-0.9317413887466235,0.10460137786279167
1e-12,0.03162277660168379,8,-1.0694971285046724,0.11168965391551144
1e-12,0.03162277660168379,9,-1.040703300393032,0.101894331683666
1e-12,0.03162277660168379,10,-0.7636606021060255,0.10606920426669078
1e-12,0.03162277660168379,11,-0.9376085153338889,0.10301807594449139
1e-12,0.03162277660168379,12,-0.752413674299909,0.10311430480410431
1e-12,0.03162277660168379,13,-0.9033639927825854,0.10428025696613237
1e-12,0.03162277660168379,14,-0.9488451289632898,0.10464929452979875
1e-12,0.12115276586285902,0,-0.855928715500575,0.09770524348858774
1e-12,0.12115276586285902,1,-0.9015879654031802,0.08818819152683915
1e-12,0.12115276586285902,2,-0.6304953500812172,0.09655285992285553
1e-12,0.12115276586285902,3,-0.6102422736519473,0.09171012929905621
1e-12,0.12115276586285902,4,-0.45582090454402446,0.08959713834693081
1e-12,0.12115276586285902,5,-0.8983013376459963,0.08594830353200149
1e-12,0.12115276586285902,6,-0.5665582772690756,0.09372125927996554
1e-12,0.12115276586285902,7,-0.6487161165902624,0.09011771828973146
1e-12,0.12115276586285902,8,-0.9069165406009141,0.09668198275436833
1e-12,0.12115276586285902,9,-0.7858919238934006,0.08401882799973479
1e-12,0.12115276586285902,10,-0.40017976259562693,0.09161168533639989
1e-12,0.12115276586285902,11,-0.7165357682408084,0.08882260989530706
1e-12,0.12115276586285902,12,-0.4349105792271579,0.09154207993878932
1e-12,0.12115276586285902,13,-0.5687932094492432,0.08893722400292567
1e-12,0.12115276586285902,14,-0.7007625022139734,0.09084302096278574
1e-12,0.46415888336127914,0,-0.8264637102512173,0.10027379716410384
1e-12,0.46415888336127914,1,-0.8802536590011554,0.08709911658262015
1e-12,0.46415888336127914,2,-0.489642220335196,0.09518730668736934
1e-12,0.46415888336127914,3,-0.4647645056796519,0.08727775822611694
1e-12,0.46415888336127914,4,-0.2594239304182584,0.08500184362399651
1e-12,0.46415888336127914,5,-0.8256073312153298,0.08306769292385344
1e-12,0.46415888336127914,6,-0.4406661384147825,0.09281432297731698
1e-12,0.46415888336127914,7,-0.5081881355752165,0.08662843444300408
1e-12,0.46415888336127914,8,-0.8467905234048763,0.09245463325909793
1e-12,0.46415888336127914,9,-0.6420573753162755,0.07899724900853065
1e-12,0.46415888336127914,10,-0.2237276556251775,0.08884018501635055
1e-12,0.46415888336127914,11,-0.6227277255664434,0.08708567784021504
1e-12,0.46415888336127914,12,-0.29213634711125036,0.09099038971823423
1e-12,0.46415888336127914,13,-0.3873852433327196,0.08518145327706145
1e-12,0.46415888336127914,14,-0.5853610982816755,0.08879653843332361
1e-12,1.7782794100389228,0,-0.8208742987511208,0.10339127166705564
1e-12,1.7782794100389228,1,-0.8800153360257343,0.08979334802980565
1e-12,1.7782794100389228,2,-0.44445730565922625,0.09799889439184568
1e-12,1.7782794100389228,3,-0.4190157550718072,0.08957659936662683
1e-12,1.7782794100389228,4,-0.19494430042888244,0.08763499385405409
1e-12,1.7782794100389228,5,-0.8060210290556058,0.08529513720042864
1e-12,1.7782794100389228,6,-0.4020385639442665,0.09538343003182999
1e-12,1.7782794100389228,7,-0.4633419759206514,0.08873560575455101
1e-12,1.7782794100389228,8,-0.8322287259805805,0.09461402119463769
1e-12,1.7782794100389228,9,-0.5926487752092233,0.08140633594683212
1e-12,1.7782794100389228,10,-0.16723789067621397,0.09070101274349564
1e-12,1.7782794100389228,11,-0.5951017502366447,0.08974037109389352
1e-12,1.7782794100389228,12,-0.24814569698109756,0.09331838118942151
1e-12,1.7782794100389228,13,-0.32706698343029994,0.08718949383558902
1e-12,1.7782794100389228,14,-0.549737695715538,0.09117214569989404
1e-12,6.812920690579622,0,-0.819670654921759,0.10450522448818551
1e-12,6.812920690579622,1,-0.880611477192663,0.09097191263282126
1e-12,6.812920690579622,2,-0.4319886884648305,0.0993214222366781
1e-12,6.812920690579622,3,-0.4065303060536738,0.09088856408353403
1e-12,6.812920690579622,4,-0.17709841373530866,0.08919688951044676
1e-12,6.812920690579622,5,-0.8010555815639622,0.08652222153294065
1e-12,6.812920690579622,6,-0.3915408007718899,0.09653144046592706
1e-12,6.812920690579622,7,-0.4510194591472505,0.08994970822407299
1e-12,6.812920690579622,8,-0.8287444228685932,0.09589805423631975
1e-12,6.812920690579622,9,-0.5787163806298383,0.08289019790251423
1e-12,6.812920690579622,10,-0.15164159611032257,0.09165644193424631
1e-12,6.812920690579622,11,-0.5877124229993964,0.09095205518410995
1e-12,6.812920690579622,12,-0.23615517380129658,0.09431532642208841
1e-12,6.812920690579622,13,-0.31029077958411233,0.08847145661406404
1e-12,6.812920690579622,14,-0.5400571227465913,0.09229892898493
1e-12,26.10157215682544,0,-0.8193767978169675,0.10481875871599683
1e-12,26.10157215682544,1,-0.8808201627987349,0.0913187271022921
1e-12,26.10157215682544,2,-0.42868661825746246,0.0997201287142155
1e-12,26.10157215682544,3,-0.4032357515832794,0.0912960212758253
1e-12,26.10157215682544,4,-0.17237120248019577,0.08968318216536195
1e-12,26.10157215682544,5,-0.7997761004560591,0.08689816047486049
1e-12,26.10157215682544,6,-0.3887726666425957,0.09687368612223386
1e-12,26.10157215682544,7,-0.4477609522870716,0.09032226535966403
1e-12,26.10157215682544,8,-0.8278643015403973,0.09629506599313215
1e-12,26.10157215682544,9,-0.5750048739230671,0.08335701181342657
1e-12,26.10157215682544,10,-0.1475100630247974,0.0919441653519315
1e-12,26.10157215682544,11,-0.5857731240581994,0.0913151983118155
1e-12,26.10157215682544,12,-0.23299027369231906,0.09461446899979802
1e-12,26.10157215682544,13,-0.3058404422711809,0.08887314125472637
1e-12,26.10157215682544,14,-0.5375051512679636,0.09263968139676743
1e-12,100.0,0,-0.8193015383455702,0.10490266702143249
1e-12,100.0,1,-0.8808784166615653,0.09141190648615644
1e-12,100.0,2,-0.4278214600391561,0.0998283428477937
1e-12,100.0,3,-0.40237343258886593,0.09140734879412188
1e-12,100.0,4,-0.17113263802330247,0.08981584374457685
1e-12,100.0,5,-0.7994434076067181,0.0870011103139307
1e-12,100.0,6,-0.38804823875561856,0.09696582722884987
1e-12,100.0,7,-0.44690756792366204,0.09042374313121987
1e-12,100.0,8,-0.827636739893649,0.09640320500731699
1e-12,100.0,9,-0.5740309324807145,0.0834844137399848
1e-12,100.0,10,-0.14642748925525906,0.09202225552338851
1e-12,100.0,11,-0.5852662522799816,0.09141334389487224
1e-12,100.0,12,-0.23216178113206531,0.09469492900201255
1e-12,100.0,13,-0.30467396123024626,0.08898296185719255
1e-12,100.0,14,-0.5368373542036677,0.09273180094539965
3.8311868495572925e-12,1e-12,0,-1.9535835496611074,1.0374479029049897
3.8311868495572925e-12,1e-12,1,-1.9535835496665004,1.0375457110711503
3.8311868495572925e-12,1e-12,2,-1.9535835496677554,1.040637438041123
3.8311868495572925e-12,1e-12,3,-1.9535835496672886,1.0382887557224454
3.8311868495572925e-12,1e-12,4,-1.9535835496660052,1.0378664795716597
3.8311868495572925e-12,1e-12,5,-1.9535835496763312,1.0362847816485494
3.8311868495572925e-12,1e-12,6,-1.9535835496640024,1.0379034492115966
3.8311868495572925e-12,1e-12,7,-1.953583549668708,1.0371770778014895
3.8311868495572925e-12,1e-12,8,-1.9535835496776275,1.0389951930782868
3.8311868495572925e-12,1e-12,9,-1.9535835496776373,1.035068733831615
3.8311868495572925e-12,1e-12,10,-1.953583549659664,1.040365617402892
3.8311868495572925e-12,1e-12,11,-1.9535835496682799,1.0365124586411099
3.8311868495572925e-12,1e-12,12,-1.9535835496574032,1.0388704701898201
3.8311868495572925e-12,1e-12,13,-1.953583549671872,1.0367651304103418
3.8311868495572925e-12,1e-12,14,-1.9535835496709275,1.037466815862606
3.8311868495572925e-12,3.8311868495572925e-12,0,-1.9438586141622762,0.9845094762808796
